Szó,Szófajok
kihámlik,ige
kihámoz,ige
kihámozódik,ige
kihamvad,ige
kihangsúlyoz,ige
kihangzás,főnév
kihangzik,ige
kihantol,ige
kihány,ige
kiharangoz,ige
kiharap,ige
kiharcol,ige
kiharsog,ige
kihasad,ige
kihasal,ige
kihasít,ige
kihasogat,ige
kihasznál,ige
kihasználás,főnév
kihasználatlan,melléknév
kihat,ige
kihatás,főnév
kihatol,ige
kihátrál,ige
kiházasít,ige
kihegyesedik,ige
kihegyez,ige
kihegyezett,melléknév
kihelyez,ige
kihelyezés,főnév
kihengerel,ige
kihengerget,ige
kihengerít,ige
kiherél,ige
kihesseget,ige
kihever,ige
kiheveredik,ige
kihevül,ige
kihímez,ige
kihirdet,ige
kihirdetés,főnév
kihíresztel,ige
kihitelez,ige
kihív,ige
kihívás,főnév
kihívó,főnév|melléknév
kihízik,ige
kihizlal,ige
kihord,ige
kihordó,főnév|melléknév
kihordoz,ige
kihorgász,ige
kihoz,ige
kihörpint,ige
kihull,ige
kihuny,ige
kihurcol,ige
kihurcolkodik,ige
kihúz,ige
kihuzat,főnév
kihúzat,ige
kihúzó,főnév|melléknév
kihúzódik,ige
kihúzós,melléknév
kihűl,ige
kihűt,ige
kihüvelyez,ige
kiigazít,ige
kiigazodik,ige
kiigényel,ige
kiiktat,ige
kiindít,ige
kiindul,ige
kiindulás,főnév
kiindulási,melléknév
kiinduló,melléknév
kiír,ige
kiírás,főnév
kiirt,ige
kiírt,melléknév
kiismer,ige
kiismerhetetlen,melléknév
kiismerszik,ige
kiiszik,ige
kiível,ige
kiizzad,ige
kiizzaszt,ige
kijár,ige
kijárás,főnév
kijárat,ige|főnév
kijáró,főnév|melléknév
kijátszik,ige
kijavít,ige
kijegecesedik,ige
kijegyez,ige
kijegyzetel,ige
kijelent,ige
kijelentés,főnév
kijelentkezik,ige
kijelentő,főnév|melléknév
kijelöl,ige
kijjebb,határozószó
kijózanít,ige
kijózanodik,ige
kijön,ige
kijövet,határozószó
kijut,ige
kijuttat,ige
kikacag,ige
kikalapál,ige
kikalkulál,ige
kikanalaz,ige
kikandikál,ige
kikanyarít,ige
kikanyarodik,ige
kikap,ige
kikapál,ige
kikapar,ige
kikapaszkodik,ige
kikapcsol,ige
kikapcsolódik,ige
kikapós,melléknév
kikaróz,ige
kikászolódik,ige
kikecmereg,ige
kikefél,ige
kikel,ige
kikelés,főnév
kikelet,főnév
kikelt,ige
kikeményít,ige
kikémlel,ige
kiken,ige
kikent-kifent,melléknév
kikényszerít,ige
kiképez,ige
kiképezetlen,melléknév
kiképzés,főnév
kiképzetlen,melléknév
kiképzett,melléknév
kiképző,főnév|melléknév
kikér,ige
kikérdez,ige
kikéredzkedik,ige
kikerekedik,ige
kikerekít,ige
kikeres,ige
kikeresztelkedik,ige
kikerget,ige
kikerics,főnév
kikerül,ige
kikerülhetetlen,melléknév
kikészít,ige
kikészül,ige
kikever,ige
kikeveredik,ige
kikézbesít,ige
kikezd,ige
kikezdés,főnév
kikezel,ige
ki-ki,névmás
kikiabál,ige
kikiált,ige
kikiáltás,főnév
kikiáltási,melléknév
kikiáltó,főnév|melléknév
kikirics,főnév
kikirikí,mondatszó
kikísér,ige
kikísérletez,ige
kikívánkozik,ige
kikocsizik,ige
kikopik,ige
kikoplal,ige
kikopog,ige
kikopogtat,ige
kikoptat,ige
kikosaraz,ige
kikotor,ige
kikotródik,ige
kikotyog,ige
kikottyant,ige
kikovácsol,ige
kiköhög,ige
kikölcsönöz,ige
kikölt,ige
kiköltekezik,ige
kiköltözik,ige
kikönyököl,ige
kikönyörög,ige
kiköp,ige
kiköszörül,ige
kiköt,ige
kikötés,főnév
kikötő,főnév|melléknév
kikötőhely,főnév
kikötőhíd,főnév
kikötőmunkás,főnév
kikötőnegyed,főnév
kikötött,melléknév
kikötőváros,főnév
kikötöz,ige
kikötőzár,főnév
kiköttet,ige
kikövetkeztet,ige
kikövez,ige
kiközösít,ige
kiközvetít,ige
kikristályosodik,ige
kikukkant,ige
kikukucskál,ige
kikupálódik,ige
kikúrál,ige
kikutat,ige
kiküld,ige
kiküldés,főnév
kiküldetés,főnév
kiküldött,főnév|melléknév
kikürtöl,ige
kiküszöböl,ige
kiküzd,ige
kilábol,ige
kilakoltat,ige
kilakoltatás,főnév
kilát,ige
kilátás,főnév
kilátástalan,melléknév
kilátó,főnév|melléknév
kilátogat,ige
kilátótorony,főnév
kilátszik,ige
kilégzés,főnév
kilehel,ige
kilel,ige
kilélegez,ige
kilélegzés,főnév
kilélegzik,ige
kilenced,főnév
kilences,főnév|melléknév
kilencszeres,főnév|melléknév
kilencvenes,főnév|melléknév
kilendít,ige
kilendül,ige
kileng,ige
kilengés,főnév
kilép,ige
kilépés,főnév
kilépő,főnév|melléknév
kiles,ige
kilét,főnév
kilevelez,ige
kilincs,főnév
kilincsel,ige
kiló,főnév
kilobban,ige
kilociklus,főnév
kiloccsan,ige
kilocsog,ige
kilocsogtat,ige
kilódít,ige
kilódul,ige
kilóg,ige
kilógat,ige
kilogramm,főnév
kilombosodik,ige
kilométer,főnév
kilométerkő,főnév
kilométermutató,főnév
kilométeróra,főnév
kilométerpénz,főnév
kilop,ige
kilopakodik,ige
kilopódzik,ige
kilós,főnév|melléknév
kilottyan,ige
kilovagol,ige
kilowatt,főnév
kilowattóra,főnév
kilő,ige
kilök,ige
kilöttyen,ige
kilöttyent,ige
kilötyög,ige
kilövell,ige
kilövés,főnév
kilúgoz,ige
kilyuggat,ige
kilyukad,ige
kilyukaszt,ige
kimagaslik,ige
kimagasló,melléknév
kimagoz,ige
kimagyaráz,ige
kimagyarázkodik,ige
kimanikűröz,ige
kimar,ige
kimarad,ige
kimaradás,főnév
kimarat,ige
kimarjít,ige
kimarjul,ige
kimarkol,ige
kimártogat,ige
kimásol,ige
kimászik,ige
kimaszkíroz,ige
kimázol,ige
kimegy,ige
kímél,ige
kimelegedik,ige
kímélet,főnév
kíméletes,melléknév
kíméleti,melléknév
kíméletlen,melléknév
kimélyít,ige
kimélyül,ige
kimenekül,ige
kimenet,főnév|határozószó
kimenetel,főnév
kimenő,főnév|melléknév
kimenőnap,főnév
kiment,ige
kimer,ige
kimér,ige
kimered,ige
kimérés,főnév
kimerészkedik,ige
kimereszt,ige
kimerít,ige
kimeríthetetlen,melléknév
kimerítő,melléknév
kimért,melléknév
kimértség,főnév
kimerül,ige
kimerülés,főnév
kimerült,melléknév
kimerültség,főnév
kimesterkedik,ige
kimeszel,ige
kimetsz,ige
kimoccan,ige
kimódol,ige
kimond,ige
kimondhatatlan,főnév|melléknév|határozószó
kimondott,melléknév
kimonó,főnév
kimos,ige
kimosakodik,ige
kimosdik,ige
kimozdít,ige
kimozdul,ige
kimúlik,ige
kimunkál,ige
kimustrál,ige
kimustrált,melléknév
kimutat,ige
kimutatás,főnév
kimutatható,melléknév
kiművel,ige
kiművelt,melléknév
kín,főnév
kínaezüst,főnév
kínafa,főnév
kinagyol,ige
kínai,főnév|melléknév
kínál,ige
kínálás,főnév
kínálat,főnév
kínálkozik,ige
kincs,főnév
kincses,melléknév
kincsesbánya,főnév
kincsesház,főnév
kincsestár,főnév
kincskereső,főnév|melléknév
kincslelet,főnév
kincstár,főnév
kincstári,melléknév
kincstárnok,főnév
kincstáros,főnév
kincstartó,főnév
kinemesít,ige
kinevel,ige
kinevelődik,ige
kinevet,ige
kinevettet,ige
kinevez,ige
kinevezés,főnév
kinevezett,főnév|melléknév
kinéz,ige
kinézés,főnév
kínhalál,főnév
kinin,főnév
kínlódik,ige
kinn,határozószó
kinnlakás,főnév
kinnlakó,főnév|melléknév
kinnlevő,melléknév
kinnlevőség,főnév
kínos,melléknév
kínoz,ige
kinő,ige
kinövés,főnév
kínpad,főnév
kínrím,főnév
kínszenvedés,főnév
kint,határozószó
kinti,melléknév
kintorna,főnév
kintornál,ige
kintornás,főnév|melléknév
kinulláz,ige
kínvallatás,főnév
kínzás,főnév
kínzó,főnév|melléknév
kínzóeszköz,főnév
kínzókamra,főnév
kinyal,ige
kinyargal,ige
kinyer,ige
kinyilatkoztat,ige
kinyilatkoztatás,főnév
kinyílik,ige
kinyilvánít,ige
kinyilvánul,ige
kinyír,ige
kinyit,ige
kinyom,ige
kinyomat,ige|főnév
kinyomoz,ige
kinyomtat,ige
kinyomul,ige
kinyög,ige
kinyújt,ige
kinyújtózik,ige
kinyújtózkodik,ige
kinyújtóztat,ige
kinyúl,ige
kinyúlik,ige
kinyű,ige
kiokád,ige
kiokosít,ige
kiokoskodik,ige
kiokosodik,ige
kioktat,ige
kiókumlál,ige
kiold,ige
kioldalog,ige
kioldó,főnév|melléknév
kioldódik,ige
kioldoz,ige
kiollóz,ige
kiolt,ige
kiolthatatlan,melléknév
kiolvad,ige
kiolvas,ige
kiolvasó,főnév|melléknév
kiolvaszt,ige
kiomlik,ige
kiondolál,ige
kiont,ige
kioperál,ige
kioson,ige
kioszk,főnév
kioszt,ige
kiosztás,főnév
kióvakodik,ige
kiöblít,ige
kiöblösödik,ige
kiöklendez,ige
kiöklöz,ige
kiöl,ige
kiölt,ige
kiöltözik,ige
kiöltöztet,ige
kiömlik,ige
kiönt,ige
kiöntés,főnév
kiöntő,főnév|melléknév
kiöregedett,melléknév
kiöregedik,ige
kiőrlés,főnév
kiőröl,ige
kiötlik,ige
kiözönlik,ige
kipadlóz,ige
kipakol,ige
kipállás,főnév
kipalléroz,ige
kipállik,ige
kipanamáz,ige
kipányváz,ige
kipapol,ige
kiparancsol,ige
kiparíroz,ige
kipárnáz,ige
kipárolgás,főnév
kipárolog,ige
kipattan,ige
kipattant,ige
kipattog,ige
kipattogzik,ige
kipécéz,ige
kipeckel,ige
kipeg-kopog,ige
kipellengérez,ige
kipenderedik,ige
kipenderít,ige
kipenderül,ige
kiperdül,ige
kipereg,ige
kiperget,ige
kiperzsel,ige
kipihen,ige
kipillant,ige
kipillantás,főnév
kipipál,ige
kipirosít,ige
kipirosodik,ige
kipirul,ige
kipiszkál,ige
kipisszeg,ige
kipitykéz,ige
kipked-kapkod,ige
kip-kop,főnév|mondatszó
kiplakátoz,ige
kipletykál,ige
kipletykáz,ige
kipofoz,ige
kipólyál,ige
kipólyáz,ige
kipontoz,ige
kiporcióz,ige
kiporol,ige
kiporoz,ige
kipótol,ige
kipotyog,ige
kipottyan,ige
kipöcköl,ige
kipödör,ige
kiprédikál,ige
kipreparál,ige
kiprésel,ige
kipróbál,ige
kipróbált,melléknév
kiprovokál,ige
kipucol,ige
kipuffad,ige
kipufog,ige
kipufogó,főnév|melléknév
kipuhatol,ige
kipukkad,ige
kipukkan,ige
kipukkaszt,ige
kipumpál,ige
kipúposodik,ige
kipuskáz,ige
kipusztít,ige
kipusztul,ige
kirabol,ige
kiradíroz,ige
kirág,ige
kiragad,ige
kiragaszt,ige
kiragyog,ige
kirajzik,ige
kirajzol,ige
kirajzolódik,ige
kirak,ige
kirakás,főnév
kirakat,ige|főnév
kirakatablak,főnév
kirakatbábu,főnév
kirakatpolitika,főnév
kirakatrendező,főnév|melléknév
kirakatüveg,főnév
kirakatverseny,főnév
kirakó,főnév|melléknév
kirakodik,ige
kirakodó,melléknév
király,főnév
királyasszony,főnév
királybíró,főnév
királydinnye,főnév
királydráma,főnév
királyfi,főnév
királyhű,melléknév
királyi,melléknév
királyka,főnév
királykék,főnév|melléknév
királykisasszony,főnév
királyleány,főnév
királyné,főnév
királynő,főnév
királynői,melléknév
királyosdi,főnév
királypárti,főnév|melléknév
királyság,főnév
királysas,főnév
királytigris,főnév
királyválasztás,főnév
királyvíz,főnév
kirámol,ige
kiráncigál,ige
kirándít,ige
kirándul,ige
kirándulás,főnév
kiránduló,főnév|melléknév
kirándulóhely,főnév
kirándulóvonat,főnév
kirángat,ige
kiránt,ige
kiráz,ige
kirázódik,ige
kirejtjelez,ige
kireked,ige
kirekeszt,ige
kirekesztő,melléknév
kirelejzumát,indulatszó
kirendel,ige
kirendeltség,főnév
kireparál,ige
kireped,ige
kirepít,ige
kirepül,ige
kirésel,ige
kireszel,ige
kireteszel,ige
kirezgés,főnév
kirgiz,főnév|melléknév
kirí,ige
kiritkít,ige
kirívó,melléknév
kiró,ige
kirobban,ige
kirobbant,ige
kirobog,ige
kirohan,ige
kirohanás,főnév
kirojtosodik,ige
kirojtoz,ige
kirókáz,ige
kiront,ige
kirostál,ige
kirothad,ige
kiröhög,ige
kiröppen,ige
kiruccan,ige
kirúg,ige
kiruház,ige
kirukkol,ige
kirurgus,főnév
kirügyezik,ige
kis,melléknév
kisa,főnév
kisadag,főnév
kisafa,főnév
kisagy,főnév
kisajátít,ige
kisajátítás,főnév
kisajtol,ige
kisámfáz,ige
kisantant,főnév
kisarjad,ige
kisároz,ige
kisárus,főnév
kisárutermelés,főnév
kisárutermelő,főnév|melléknév
kisasszony,főnév
kisasszonynap,főnév
kisautó,főnév
kisbaba,főnév
kisbéres,főnév
kisbérlet,főnév
kisbérlő,főnév
kisbetű,főnév
kisbetűs,melléknév
kisbíró,főnév
kisbirtok,főnév
kisbirtokos,főnév|melléknév
kisbojtár,főnév
kisbőgő,főnév
kiscsirke,főnév
kisded,főnév|melléknév
kisdedóvó,főnév
kisdiák,főnév
kisdob,főnév
kisdobos,főnév
kisdolog,főnév
kisebbedik,ige
kisebbfajta,melléknév
kisebbít,ige
kisebbítendő,főnév|melléknév
kisebb-nagyobb,melléknév
kisebbrendű,melléknév
kisebbrendűségi,melléknév
kisebbség,főnév
kisebbségi,melléknév
kisebbszerű,melléknév
kisebesedik,ige
kisebesít,ige
kisegít,ige
kisegítő,főnév|melléknév
kiselejtez,ige
kisember,főnév
kisemmiz,ige
kisemmizett,főnév|melléknév
kiseprűz,ige
kísér,ige
kíséret,főnév
kísérget,ige
kiserked,ige
kiserken,ige
kísérlet,főnév
kísérletez,ige
kísérletezés,főnév
kísérleti,melléknév
kísérő,főnév|melléknév
kísérőfilm,főnév
kísért,ige
kísértés,főnév
kísértet,ige|főnév
kísértetes,melléknév
kísérteties,melléknév
kísértetjárás,főnév
kísértő,főnév|melléknév
kisestélyi,főnév|melléknév
kisétál,ige
kisfilm,főnév
kisfiú,főnév
kisfiús,melléknév
kisfröccs,főnév
kisgazda,főnév
kisgazdaság,főnév
kisgép,főnév
kisgyermek,főnév
kisgyűlés,főnév
kishaszonbérlet,főnév
kishirdetés,főnév
kishitű,főnév|melléknév
kishitűsködik,ige
kishivatalnok,főnév
kishúg,főnév
kisíbol,ige
kisiet,ige
kisikál,ige
kisiklás,főnév
kisiklat,ige
kisiklik,ige
kisilabizál,ige
kisimít,ige
kisimul,ige
kisinas,főnév
kisipar,főnév
kisipari,melléknév
kisiparos,főnév
kisiparosság,főnév
kisír,ige
kisírt,melléknév
kisisten,főnév
kiskabát,főnév
kiskacsa,főnév
kiskanál,főnév
kiskapu,főnév
kiskarácsony,főnév
kiskáté,főnév
kiskedd,főnév
kiskendő,főnév
kiskereskedelem,főnév
kiskereskedés,főnév
kiskereskedő,főnév
kiskert,főnév
kiskirály,főnév
kiskocsi,főnév
kiskocsma,főnév
kiskorú,főnév|melléknév
kiskorúság,főnév
kisközség,főnév
kiskun,főnév|melléknév
kiskutya,főnév
kislakás,főnév
kislakásos,melléknév
kislány,főnév
kislelkű,főnév|melléknév
kislelkűség,főnév
kisliba,főnév
kismalac,főnév
kismama,főnév
kismester,főnév
kismise,főnév
kismiska,főnév
kismosás,főnév
kismotor,főnév
kismutató,főnév
kisnemes,főnév
kisnyúl,főnév
kisodródik,ige
kisomfordál,ige
kisorosz,főnév|melléknév
kisorsol,ige
kisóz,ige
kisöcs,főnév
kisöpör,ige
kispap,főnév
kisparaszt,főnév
kisparaszti,melléknév
kispárna,főnév
kispekulál,ige
kisplasztika,főnév
kispolgár,főnév
kispolgári,melléknév
kisportolt,melléknév
kispörkölt,főnév
kispuska,főnév
kisregény,főnév
kisrófol,ige
kissé,határozószó
kisszámú,melléknév
kisszerű,melléknév
kistafíroz,ige
kistájgerol,ige
kistányér,főnév
kisterem,főnév
kistermelő,főnév|melléknév
kistisztviselő,főnév
kistőkés,főnév|melléknév
kisubickol,ige
kisúg,ige
kisugároz,ige
kisugárzás,főnév
kisugárzik,ige
kisuhan,ige
kisujj,főnév
kisúrol,ige
kisurran,ige
kisuvikszol,ige
kisül,ige
kisülés,főnév
kisürget,ige
kisüst,főnév
kisüsti,főnév|melléknév
kisüt,ige
kisütés,főnév
kisüzem,főnév
kisüzemi,melléknév
kisvad,főnév
kisváros,főnév
kisvártatva,határozószó
kisvasút,főnév
kisvíz,főnév
kiszab,ige
kiszabadít,ige
kiszabadul,ige
kiszabott,melléknév
kiszaggat,ige
kiszaglász,ige
kiszagol,ige
kiszakad,ige
kiszakaszt,ige
kiszakít,ige
kiszalad,ige
kiszalajt,ige
kiszalaszt,ige
kiszáll,ige
kiszállás,főnév
kiszállít,ige
kiszámít,ige
kiszámíthatatlan,melléknév
kiszámított,melléknév
kiszámlál,ige
kiszámol,ige
kiszánt,ige
kiszárad,ige
kiszárít,ige
kiszed,ige
kiszedeget,ige
kiszegel,ige
kiszegez,ige
kiszélesedik,ige
kiszélesít,ige
kiszélesül,ige
kiszellőzik,ige
kiszellőztet,ige
kiszemel,ige
kiszenved,ige
kiszerel,ige
kiszerepez,ige
kiszeret,ige
kiszerkeszt,ige
kiszid,ige
kiszikkad,ige
kiszimatol,ige
kiszínez,ige
kiszipolyoz,ige
kiszitál,ige
kiszív,ige
kiszivárog,ige
kiszivattyúz,ige
kiszól,ige
kiszólás,főnév
kiszolgál,ige
kiszolgáltat,ige
kiszolgáltatottság,főnév
kiszólít,ige
kiszop,ige
kiszór,ige
kiszorít,ige
kiszorító,főnév|melléknév
kiszorítózik,ige
kiszóródik,ige
kiszorul,ige
kiszögellés,főnév
kiszögellik,ige
kiszökik,ige
kiszöktet,ige
kiszuperál,ige
kiszúr,ige
kiszurkol,ige
kiszűr,ige
kiszüremlik,ige
kiszűrődik,ige
kitábláz,ige
kitagad,ige
kitagadás,főnév
kitágít,ige
kitágul,ige
kitágulás,főnév
kitakar,ige
kitakarít,ige
kitakarodik,ige
kitakaródzik,ige
kitalál,ige
kitálal,ige
kitalálás,főnév
kitalált,melléknév
kitámaszt,ige
kitámogat,ige
kitámolyog,ige
kitáncol,ige
kitáncoltat,ige
kitanít,ige
kitaníttat,ige
kitántorog,ige
kitanul,ige
kitanulmányoz,ige
kitanult,melléknév
kitapaszt,ige
kitapasztal,ige
kitapint,ige
kitapogat,ige
kitapos,ige
kitapsol,ige
kitár,ige
kitart,ige
kitárt,melléknév
kitartás,főnév
kitartó,főnév|melléknév
kitartott,főnév|melléknév
kitárul,ige
kitárulkozik,ige
kitaszít,ige
kitaszított,főnév|melléknév
kitát,ige
kitataroz,ige
kitavaszodik,ige
kitégláz,ige
kiteker,ige
kitekeredik,ige
kitekerget,ige
kitekinget,ige
kitekint,ige
kitekintés,főnév
kitelefonál,ige
kitelefonoz,ige
kitelel,ige
kiteleltet,ige
kitelepedik,ige
kitelepít,ige
kitelepítés,főnév
kitelepül,ige
kitelhető,melléknév
kitelik,ige
kiteljesedik,ige
kiteljesít,ige
kiteljesül,ige
kitenyészt,ige
kitép,ige
kitépdel,ige
kitépdes,ige
kitépeget,ige
kitér,ige
kitérdel,ige
kitérdeltet,ige
kitérdepel,ige
kitérdesedik,ige
kiterebélyesedik,ige
kitereget,ige
kiterel,ige
kiteremt,ige
kiteremtettéz,ige
kitérés,főnév
kiterít,ige
kitérít,ige
kiterjed,ige
kiterjedés,főnév
kiterjedt,melléknév
kiterjeszkedik,ige
kiterjeszt,ige
kiterjesztés,főnév
kitermel,ige
kitermelés,főnév
kitermelő,főnév|melléknév
kitermeszt,ige
kitérő,főnév|melléknév
kiterül,ige
kitervel,ige
kitervez,ige
kitessékel,ige
kitesz,ige
kitétel,főnév
kitetet,ige
kitetszik,ige
kitett,melléknév
kitetvez,ige
kitéved,ige
kitevés,főnév
kitevő,főnév|melléknév
kitilol,ige
kitilt,ige
kitiltás,főnév
kitin,főnév
kitipeg,ige
kitipor,ige
kitisztáz,ige
kitisztít,ige
kitisztogat,ige
kitisztul,ige
kitli,főnév
kitódul,ige
kitol,ige
kitolakodik,ige
kitolás,főnév
kitold,ige
kitoldoz,ige
kitollasodik,ige
kitoló,melléknév
kitolódik,ige
kitoloncol,ige
kitoloncoz,ige
kitolong,ige
kitolul,ige
kitombol,ige
kitölt,ige
kitöltés,főnév
kitöltetlen,melléknév
kitöm,ige
kitör,ige
kitöredezik,ige
kitörés,főnév
kitörik,ige
kitörlődik,ige
kitörő,főnév|melléknév
kitöröl,ige
kitörölhetetlen,melléknév
kitt,főnév
kitud,ige
kitudódik,ige
kitúr,ige
kituszkol,ige
kitükrösödik,ige
kitűnik,ige
kitűnő,főnév|melléknév
kitűnőség,főnév
kitüntet,ige
kitüntetés,főnév
kitüntetett,főnév|melléknév
kitüntető,melléknév
kitüremlik,ige
kitűrődik,ige
kitűz,ige
kitűzött,melléknév
kitty-kotty,főnév|mondatszó
kiugrás,főnév
kiugraszt,ige
kiugrat,ige
kiugrik,ige
kiugró,főnév|melléknév
kiugrott,melléknév
kiújul,ige
kiúszik,ige
kiút,főnév
kiutal,ige
kiutál,ige
kiutalás,főnév
kiutasít,ige
kiutasítás,főnév
kiutazás,főnév
kiutazik,ige
kiuzsoráz,ige
kiüget,ige
kiügyeskedik,ige
kiül,ige
kiüldöz,ige
kiültet,ige
kiüresít,ige
